2023-12-31T9:07:42Z;23;***600
2023-12-31T9:07:46Z;23
2023-12-31T9:07:52Z;23
2023-12-31T9:07:57Z;23
2023-12-31T9:08:02Z;23
2023-12-31T9:08:07Z;23
2023-12-31T9:08:12Z;23
2023-12-31T9:08:17Z;23
2023-12-31T9:08:23Z;24
2023-12-31T9:08:28Z;24
2023-12-31T9:08:33Z;24
2023-12-31T9:08:38Z;25
2023-12-31T9:08:43Z;25
2023-12-31T9:08:48Z;26
2023-12-31T9:08:54Z;26
2023-12-31T9:08:59Z;27
2023-12-31T9:09:04Z;27
2023-12-31T9:09:09Z;28
2023-12-31T9:09:14Z;28
2023-12-31T9:09:20Z;29
2023-12-31T9:09:25Z;29
2023-12-31T9:09:30Z;30
2023-12-31T9:09:35Z;30
2023-12-31T9:09:45Z;32
2023-12-31T9:09:50Z;32
2023-12-31T9:09:56Z;33
2023-12-31T9:10:01Z;34
2023-12-31T9:10:06Z;35
2023-12-31T9:10:11Z;36
2023-12-31T9:10:16Z;38
2023-12-31T9:10:22Z;39
2023-12-31T9:11:57Z;39
2023-12-31T9:12:02Z;37
2023-12-31T9:12:07Z;38
2023-12-31T9:12:13Z;40
2023-12-31T9:12:28Z;42
2023-12-31T9:12:33Z;43
2023-12-31T9:12:39Z;45
2023-12-31T9:12:44Z;47
2023-12-31T9:12:49Z;44
2023-12-31T9:12:54Z;42
2023-12-31T9:12:59Z;43
2023-12-31T9:13:05Z;44
2023-12-31T9:13:10Z;45
2023-12-31T9:13:15Z;47
2023-12-31T9:13:20Z;49
2023-12-31T9:13:25Z;51
2023-12-31T9:13:31Z;53
2023-12-31T9:13:36Z;54
2023-12-31T9:13:41Z;56
2023-12-31T9:13:46Z;57
2023-12-31T9:13:51Z;58
2023-12-31T9:13:57Z;59
2023-12-31T9:14:02Z;60
2023-12-31T9:14:12Z;63
2023-12-31T9:14:17Z;64
2023-12-31T9:14:23Z;65
2023-12-31T9:14:28Z;66
2023-12-31T9:14:33Z;67
2023-12-31T9:14:38Z;69
2023-12-31T9:14:54Z;72
2023-12-31T9:14:59Z;73
2023-12-31T9:15:09Z;75
2023-12-31T9:15:14Z;76
2023-12-31T9:15:30Z;78
2023-12-31T9:15:35Z;78
2023-12-31T9:15:40Z;78
2023-12-31T9:15:45Z;78
2023-12-31T9:15:51Z;79
2023-12-31T9:15:56Z;79
2023-12-31T9:16:16Z;82
2023-12-31T9:16:21Z;83
2023-12-31T9:16:27Z;84
2023-12-31T9:16:32Z;84
2023-12-31T9:16:37Z;85
2023-12-31T9:16:42Z;85
2023-12-31T9:16:47Z;85
2023-12-31T9:16:53Z;86
2023-12-31T9:16:58Z;86
2023-12-31T9:17:13Z;88
2023-12-31T9:17:19Z;88
2023-12-31T9:17:24Z;90
2023-12-31T9:17:29Z;92
2023-12-31T9:17:34Z;94
2023-12-31T9:17:39Z;96
2023-12-31T9:17:45Z;105
2023-12-31T9:18:00Z;125
2023-12-31T9:18:06Z;129
2023-12-31T9:18:11Z;132
2023-12-31T9:18:16Z;134
2023-12-31T9:18:26Z;138
2023-12-31T9:18:31Z;140
2023-12-31T9:18:42Z;143
2023-12-31T9:18:47Z;144
2023-12-31T9:18:52Z;145
2023-12-31T9:18:57Z;146
2023-12-31T9:19:03Z;148
2023-12-31T9:19:08Z;149
2023-12-31T9:19:13Z;150
2023-12-31T9:19:18Z;152
2023-12-31T9:19:23Z;155
2023-12-31T9:19:28Z;157
2023-12-31T9:19:34Z;159
2023-12-31T9:19:39Z;160
2023-12-31T9:19:44Z;162
2023-12-31T9:19:49Z;164
2023-12-31T9:19:54Z;167
2023-12-31T9:20:10Z;175
2023-12-31T9:20:20Z;179
2023-12-31T9:20:25Z;180
2023-12-31T9:20:31Z;181
2023-12-31T9:20:36Z;182
2023-12-31T9:20:41Z;183
2023-12-31T9:20:46Z;184
2023-12-31T9:20:51Z;184
2023-12-31T9:20:56Z;185
2023-12-31T9:21:02Z;186
